num_transactions,total_amount,avg_amount,std_amount,churn,current_age,gender,yearly_income,total_debt,credit_score,num_credit_cards
10325,417782.22,40.46316900726392,81.7511971598579,0,80,Female,22326.0,1620.0,564,4
13722,1009335.14,73.55597872030316,75.27303646425234,0,99,Female,51110.0,3781.0,709,8
8421,196979.65,23.391479634247712,34.03646460696333,0,37,Male,25205.0,65179.0,688,1
6647,303823.12,45.70830750714608,90.08112477230557,0,70,Female,29164.0,19851.0,625,4
7469,238966.11,31.994391484803852,82.82061339275977,0,82,Female,21815.0,1597.0,498,5
14555,598053.84,41.08923668842322,69.5428254253994,0,66,Female,35560.0,60397.0,723,5
13829,424057.93,30.66439583483983,39.37142601553516,0,47,Male,25748.0,41455.0,738,3
4187,132197.25,31.57326247910198,46.06298902861178,0,24,Male,23212.0,25138.0,799,3
12235,357103.01,29.187005312627708,51.56006967683899,0,58,Male,24155.0,2870.0,802,3
12884,405664.54,31.485915864638308,64.36276642149329,0,35,Male,30217.0,23394.0,705,4
9407,535593.57,56.93564048049324,66.53214095285057,0,63,Male,12796.0,22192.0,644,3
11876,349144.15,29.399136914786126,57.17297345494894,0,76,Female,31145.0,5132.0,689,4
13160,473154.08,35.95395744680851,68.41174583125056,0,59,Female,36760.0,95755.0,593,2
38617,2445773.25,63.33410803532123,121.85935015558498,0,69,Female,99825.0,4344.0,685,4
20100,751643.62,37.39520497512438,79.46106051111998,0,80,Female,16646.0,1639.0,590,2
7070,406748.36,57.53159264497878,115.93281537382659,0,56,Male,48944.0,79960.0,813,7
4794,254827.48,53.15550271172299,92.19839462928564,0,41,Female,34774.0,78060.0,850,5
7469,383555.23,51.35295621903869,67.2370139656537,0,33,Female,37384.0,49182.0,713,3
13353,280856.86,21.033240470306296,45.919709648509944,0,52,Male,29957.0,60321.0,624,5
3976,173010.19,43.513629275653926,77.419192832268,0,50,Male,26758.0,41064.0,734,5
5901,410083.13,69.493836637858,116.11002745667419,0,52,Female,52186.0,42852.0,737,4
28875,962694.41,33.34006614718615,47.59692754640255,0,54,Female,35114.0,24637.0,686,5
5671,478686.97,84.40962264150943,116.43035012317316,0,74,Female,39003.0,10793.0,788,5
40286,942205.88,23.38792334806136,62.28403576032671,0,47,Female,34441.0,907.0,725,4
8625,698388.37,80.97256463768116,132.43014695089903,0,61,Male,101018.0,78115.0,748,6
8216,391584.71,47.66123539435249,90.44829492382398,1,31,Male,67230.0,45269.0,685,2
6199,311930.06,50.31941603484433,73.95912122717124,0,56,Female,31533.0,42315.0,753,3
7530,381558.25,50.671746347941564,101.30682160311414,0,44,Female,56605.0,87970.0,624,3
4883,393820.05,80.65124923202949,129.3912104094116,0,50,Female,61008.0,0.0,781,4
10392,511509.82,49.22149923017706,65.52858916535818,0,34,Female,45419.0,124370.0,721,3
10678,392598.15,36.76701161266155,63.274197921531695,0,65,Female,39221.0,45409.0,786,4
11492,310999.18,27.062232857640097,67.0757488608294,0,43,Female,36315.0,0.0,824,3
8811,213495.87,24.23060606060606,66.67735435095035,0,31,Female,34311.0,6971.0,680,4
6269,169581.79,27.050851810496095,56.033500166831296,0,64,Female,26535.0,93592.0,724,5
11103,231926.72,20.88865351706746,38.167237901314024,0,63,Male,26600.0,0.0,799,4
10783,752158.53,69.75410646387833,83.59896786980583,0,48,Male,31553.0,63938.0,729,3
7962,323832.98,40.67231600100477,81.63858347255125,0,40,Female,31377.0,59615.0,722,2
3993,149727.28,37.497440520911596,73.6681178916491,0,77,Female,31555.0,12777.0,696,4
8861,450394.24,50.82882744611218,93.6278267444758,0,31,Female,62692.0,50290.0,698,2
6305,361988.3,57.41289452815226,122.28000891393832,1,43,Male,50174.0,145300.0,643,4
15476,739195.27,47.763974541225124,66.19558235445629,0,64,Female,38088.0,51679.0,691,2
18091,942226.18,52.08259244928418,53.87707851549734,0,33,Female,41069.0,64073.0,644,3
8788,307583.5,35.000398270368684,91.40381650796098,0,43,Female,32770.0,103262.0,641,4
10874,287147.67,26.406811660842376,63.192895609620585,0,37,Female,42120.0,72801.0,739,4
10405,375622.49,36.10019125420471,82.34716253308916,0,70,Male,23082.0,23406.0,638,5
12580,793024.54,63.03851669316376,104.68784742159808,0,59,Female,51788.0,77642.0,675,2
13989,456982.36,32.66726427907641,55.829093053441824,0,44,Female,32330.0,97190.0,835,4
6609,141268.35,21.375147526100772,64.19701828937188,0,58,Female,25334.0,182.0,696,3
7564,432088.67,57.1243614489688,107.66252754618306,0,47,Female,68710.0,201796.0,717,3
6968,351899.9,50.50228185993112,97.93152726895823,0,30,Male,56383.0,130152.0,800,4
11101,389935.97,35.12620214395099,56.6842779502938,0,62,Male,38681.0,113190.0,663,5
4007,278644.85,69.53951834289992,156.22310756794369,1,24,Female,91237.0,231619.0,594,1
11197,684216.69,61.10714387782441,91.64061945788548,0,51,Female,71490.0,0.0,782,3
9009,819874.69,91.00618159618159,105.45507772480536,0,37,Female,49335.0,51520.0,773,3
4295,246049.42,57.28740861466822,109.3110480490607,0,76,Female,27484.0,16803.0,660,4
18444,625853.05,33.932609520711345,71.50124961379946,0,48,Male,37468.0,73448.0,666,3
8397,180201.32,21.460202453257118,54.8164386893052,0,86,Female,9678.0,812.0,688,6
13663,295733.18,21.644820317646197,37.394870875611794,0,36,Female,28007.0,0.0,691,4
11451,452789.81,39.54150816522574,66.09540694376189,0,47,Male,32847.0,3230.0,785,3
5495,185353.06,33.731221110100094,61.26664362163189,0,44,Male,37965.0,69614.0,796,3
14423,394943.16,27.382871801982944,44.4016887693471,0,31,Male,23469.0,22976.0,731,3
7627,522103.26,68.45460338271928,112.53957336595148,0,37,Male,66111.0,98102.0,771,5
8275,289690.03,35.00785861027191,88.94785625792595,0,76,Male,37829.0,20185.0,658,4
13876,1245012.7,89.72417843759008,86.31504561504215,0,34,Male,107683.0,225017.0,694,3
7658,105667.07,13.798259336641422,33.953809792687835,0,85,Male,30451.0,93.0,686,4
7726,388033.46,50.224367072223664,66.7457754594029,0,34,Male,36983.0,58895.0,768,4
17519,848275.91,48.420338489639825,94.52031382030273,0,43,Female,49577.0,142314.0,694,3
5162,232538.92,45.04822161952732,80.40836381482079,0,47,Female,45164.0,0.0,730,3
10054,526559.53,52.373138054505674,63.144722308249094,1,63,Female,30399.0,19404.0,668,4
14367,606807.57,42.23620588849446,79.79025485367615,0,45,Female,52172.0,66085.0,667,4
9557,745400.93,77.99528408496391,93.65913420083533,0,54,Female,58248.0,107130.0,728,4
10120,362032.61,35.7739733201581,86.42681278487738,0,47,Female,49045.0,0.0,727,3
6198,228894.54,36.93038722168441,62.12980881044495,0,33,Female,26556.0,43042.0,840,2
6215,284601.62,45.792698310539016,88.01528541671476,0,50,Female,43529.0,126175.0,797,6
11721,349493.57,29.81772630321645,67.2068800382821,0,47,Female,30942.0,71066.0,779,3
19179,1040156.97,54.234160800875955,75.90293016842969,0,40,Male,44452.0,12409.0,711,5
14229,348640.2,24.502087286527516,74.69392740342397,0,52,Male,30681.0,81680.0,746,4
5787,241375.72,41.7099913599447,92.71896006665297,0,44,Female,35775.0,67263.0,773,1
12274,512798.94,41.7792846667753,47.216918006898595,0,32,Male,32128.0,58373.0,724,5
4939,302818.74,61.31175136667341,119.13422357493468,0,49,Female,31497.0,30805.0,702,3
10144,428168.81,42.20907038643533,109.34158603121291,0,67,Female,78329.0,40161.0,720,3
10297,353308.46,34.311785957074875,52.25658185928538,0,57,Female,36528.0,109785.0,701,3
3823,170190.95,44.51764321213707,81.29262371264143,0,61,Male,35823.0,96691.0,732,3
5985,277694.43,46.39840100250626,83.45649635102147,0,58,Female,30305.0,23392.0,776,3
9026,335124.78,37.12882561489032,81.82273190213174,0,38,Male,39882.0,77817.0,809,4
5592,276835.85,49.50569563662374,92.17773452060466,0,28,Female,37583.0,51633.0,782,2
4875,216036.28,44.31513435897436,84.53370175749187,0,73,Female,28553.0,19507.0,745,5
30474,1191648.34,39.1037717398438,85.51473503763935,0,37,Female,67747.0,76650.0,804,3
12899,341912.72,26.506916815256993,44.79304254443748,0,61,Female,29206.0,25966.0,716,6
12457,224224.04,17.999842658746086,47.03862006420131,0,43,Male,28983.0,36482.0,755,3
7696,187021.2,24.30109147609148,60.25067639806089,0,52,Male,28137.0,88482.0,797,6
10684,614314.12,57.4985136652939,98.58579350934956,0,37,Female,55172.0,96779.0,629,3
5387,241571.49,44.843417486541675,88.58510880609624,0,60,Female,33178.0,85620.0,687,3
10766,381464.79,35.43236020806242,59.940128232544396,0,42,Male,31031.0,21853.0,744,7
8603,287885.98,33.4634406602348,68.61525741192203,0,59,Female,34190.0,39242.0,810,7
5528,134641.17,24.356217438494937,60.7022667784349,0,47,Male,22505.0,27928.0,798,3
5073,339029.39,66.83015769761482,121.20870567269722,0,33,Female,61846.0,12525.0,722,4
5125,623746.39,121.70661268292683,266.07805700624345,0,48,Female,93417.0,115916.0,714,3
8085,414013.94,51.20766110080396,72.31800727401881,0,32,Male,40887.0,50734.0,688,4
9562,657204.35,68.73084605731019,128.44761032346744,0,48,Male,82295.0,1555.0,736,4
11262,454121.44,40.323338660983836,82.97815290037101,0,35,Female,59248.0,173887.0,725,5
7004,259457.56,37.04419760137065,90.15119615519407,0,39,Female,35501.0,78801.0,693,4
10012,373336.18,37.28887135437475,69.64887234997444,0,55,Female,36270.0,73779.0,769,5
6132,442724.58,72.19905088062623,84.37796626456301,0,37,Female,47464.0,83591.0,716,1
8736,452821.37,51.83394803113553,68.62084462559615,0,42,Female,37623.0,923.0,726,6
8908,394454.69,44.28094858554109,92.46398332008121,0,32,Female,48676.0,110589.0,721,4
7701,639628.44,83.05784183872224,174.9060803161215,0,36,Female,161276.0,317964.0,540,1
5442,331772.57,60.96519110621095,121.95745542497522,1,42,Male,58584.0,99235.0,563,2
7965,232957.09,29.247594475831765,74.01234092351886,0,50,Male,34868.0,51984.0,745,3
11803,417297.12,35.35517410827756,53.07130304096992,0,58,Female,30605.0,16549.0,737,5
8739,417644.82,47.79091658084449,70.05027591651981,0,41,Male,43560.0,58544.0,850,5
5264,222516.34,42.271341185410336,71.05210212970083,0,40,Female,26802.0,43444.0,638,2
6439,631322.75,98.04670756328622,189.16883692656796,0,50,Female,82298.0,0.0,791,4
15122,1032728.62,68.29312392540669,109.02191808410967,0,49,Female,54587.0,69070.0,761,6
5763,236527.29,41.04238938053098,56.58708790924813,0,80,Female,13596.0,352.0,684,4
7701,286110.53,37.152386703025584,54.8738775303149,0,42,Female,29835.0,46702.0,618,7
12125,460512.55,37.98041649484536,64.98667639720576,0,50,Female,34671.0,55643.0,786,6
15534,540412.96,34.78904081369898,55.15322385450932,0,67,Male,34985.0,29409.0,723,6
18011,1013481.36,56.27013269668536,88.31878273842197,0,30,Male,67589.0,0.0,734,3
11994,437107.83,36.44387443721861,76.02227742582544,0,75,Male,22850.0,17453.0,714,6
8261,449791.15,54.447542670378894,60.457174929448264,0,52,Male,31070.0,86747.0,708,4
4583,158969.36,34.68674667248527,73.8003904998441,0,62,Male,29110.0,23504.0,699,3
11799,655100.21,55.521672175608096,106.10758726080716,0,41,Male,59093.0,117325.0,737,5
9270,377889.98,40.7648306364617,54.0850808664035,0,49,Male,44303.0,53407.0,696,1
8767,292078.63,33.31568723622676,84.49185271480764,0,44,Female,45497.0,101549.0,713,3
4164,146258.25,35.12445965417867,71.486274019315,0,61,Female,27733.0,21785.0,765,3
9502,467991.67,49.25191222900442,86.09862772282473,0,42,Female,37415.0,66403.0,665,1
7590,431170.54,56.80771277997365,100.3392242461587,0,43,Female,48810.0,0.0,799,3
20183,1022720.94,50.67239458950602,64.21087440999952,0,43,Female,76288.0,120771.0,710,4
11233,275542.72,24.529753405145552,60.00055481241065,0,46,Male,31739.0,81905.0,799,5
14250,1021394.57,71.67681192982455,151.50288045589033,0,59,Male,193768.0,150896.0,686,5
9643,564613.02,58.55159390231256,80.78801312750802,0,40,Female,44585.0,81825.0,684,5
8286,192333.57,23.211871832005794,57.741965455056146,0,42,Male,25585.0,59827.0,702,4
32032,1615458.99,50.432660776723274,52.2209609530961,0,62,Male,34496.0,33122.0,731,5
6875,194142.89,28.23896581818182,82.06515812395085,1,38,Male,38223.0,30756.0,725,4
9645,280829.88,29.116628304821152,62.66161343480588,0,42,Female,43181.0,57199.0,710,3
16236,603663.75,37.180570953436806,52.30832135986342,0,64,Female,40407.0,62695.0,793,3
9229,319726.12,34.64363636363636,79.99603489900352,0,32,Female,42084.0,57760.0,661,5
3707,187315.31,50.53016185594821,76.24570868234117,0,40,Male,28229.0,55675.0,622,5
6669,402393.6,60.33792172739541,117.59415019331237,0,40,Male,75711.0,121251.0,750,1
11350,368860.03,32.498681057268726,67.55487903589122,0,47,Male,52308.0,135319.0,679,1
17912,1304581.18,72.83280370701206,62.26295444248858,0,94,Male,60080.0,1807.0,690,6
9811,238162.16,24.27501376006523,31.66424940890384,1,51,Male,29388.0,21221.0,755,3
5539,195124.35,35.22736053439249,63.53774325396089,0,46,Female,29510.0,47153.0,752,4
7514,236485.5,31.472651051370775,80.95106503454052,0,32,Female,33548.0,31183.0,693,2
4144,165507.01,39.93895028957529,98.01956226494825,0,54,Male,42379.0,136748.0,692,3
9589,652509.68,68.0477296902701,76.10658705997088,0,36,Male,39871.0,73726.0,719,4
3244,174018.74,53.64326140567201,103.15994525609406,0,67,Female,19199.0,15091.0,715,3
7769,505355.72,65.04771785300554,60.52189596607334,0,67,Male,28357.0,10400.0,628,2
4782,323947.33,67.74306357172732,94.39015882605693,0,34,Male,35641.0,64419.0,625,2
8078,263553.23,32.626049764793265,81.91793354363217,0,52,Male,40177.0,47012.0,698,4
6134,120337.7,19.618144766873165,63.811255405049124,0,47,Male,28055.0,12475.0,829,3
17202,339381.36,19.729180327868853,63.747700549919024,0,54,Male,26696.0,0.0,683,5
19990,868356.55,43.43954727363682,47.30247155708272,0,44,Male,36843.0,52248.0,772,5
8322,560067.14,67.299584234559,74.50296440931677,0,45,Male,36323.0,65525.0,700,3
16110,593060.16,36.81316945996276,76.1168024365892,0,70,Male,36724.0,16437.0,701,4
5466,234178.87,42.842822905232346,75.60040782133743,0,34,Male,29907.0,16764.0,732,2
11148,370659.96,33.249009687836384,70.43370611203112,0,61,Male,37362.0,21600.0,703,4
4153,231353.94,55.70766674692993,91.11729699607851,0,44,Male,40407.0,25986.0,697,3
10221,624774.0,61.126504255943644,104.11954173569985,0,46,Female,56467.0,66565.0,688,3
9114,496678.65,54.49623107307439,78.22767375796153,0,68,Female,50258.0,0.0,686,3
9294,251225.37,27.030919948353777,63.91829079406357,0,55,Female,47643.0,45706.0,764,8
5469,250825.09,45.863062717132934,78.2284183344728,0,33,Male,35499.0,80517.0,724,1
8351,472149.35,56.53806131002275,91.79886857358727,0,90,Female,48580.0,1785.0,687,7
5143,256197.24,49.81474625704841,83.32997706610846,0,49,Female,46377.0,79980.0,719,3
11535,223509.0,19.376592977893367,58.20323285225044,0,40,Female,43229.0,96831.0,685,2
11879,623401.8,52.47931644077785,100.70787602251329,0,62,Female,58463.0,141151.0,737,4
9111,269352.76,29.563468334979696,59.270443216295035,0,91,Female,17150.0,375.0,807,6
10139,428627.03,42.27507939639018,71.30082699163718,0,77,Female,31942.0,11845.0,713,6
17871,729005.56,40.79265625874322,48.789845625285636,0,50,Female,41420.0,0.0,691,5
10409,470526.57,45.203820732058794,99.70103916501152,0,59,Female,80156.0,61817.0,735,4
10471,434092.15,41.456608728870215,95.28986923780398,0,66,Male,57383.0,20725.0,799,4
15105,414988.15,27.473561734524992,55.78601771118117,0,43,Male,46278.0,51243.0,791,4
6640,296104.63,44.59407078313253,89.83001658197739,0,43,Male,39052.0,65861.0,804,4
11141,762767.63,68.46491607575622,90.27540437051016,0,37,Male,48710.0,59824.0,792,3
9832,484363.95,49.264030716029296,86.84261651461686,0,52,Female,48686.0,113137.0,701,3
12144,652617.3,53.73989624505929,62.64201416293989,0,65,Female,39809.0,0.0,775,4
15260,469057.89,30.737738532110093,64.22493780769182,0,50,Female,39911.0,93823.0,625,7
15469,561993.96,36.33033550972913,49.05424551647906,0,75,Male,42806.0,20432.0,726,6
13159,879207.06,66.81412417356943,112.22293947735031,0,39,Male,51499.0,7226.0,788,4
8203,261605.98,31.89150067048641,68.75548656472002,0,61,Male,41904.0,12545.0,655,4
18429,1345198.29,72.99355852189484,132.11980482494857,0,82,Male,92368.0,2689.0,719,4
20391,406150.05,19.918103575106663,54.614602881681215,0,61,Male,21397.0,54771.0,812,4
7435,290929.79,39.12976328177538,61.07003843634846,0,58,Male,31177.0,18859.0,689,5
8529,263349.6,30.87696095673584,72.13262977422823,0,50,Female,37617.0,57746.0,695,3
20749,881700.15,42.49362137934359,76.57901804167003,0,50,Female,57975.0,34570.0,773,4
12979,694366.3,53.49921411510903,72.80112971911288,0,80,Female,39110.0,363.0,750,5
23188,545331.89,23.517849318613077,55.087580843413335,0,47,Female,43496.0,114563.0,765,3
10536,286617.1,27.20359719058466,71.46726667440431,0,46,Male,37857.0,57727.0,800,2
6478,223248.74,34.46260265514047,74.84440301024961,0,48,Male,34287.0,77180.0,760,3
8824,273794.34,31.028370353581145,87.44130730461525,0,79,Male,30434.0,23883.0,740,7
16023,701049.3,43.75268676277851,82.920516209594,0,48,Male,49967.0,62509.0,655,1
5535,82655.36,14.933217705510389,29.31119913422279,0,34,Male,45388.0,64749.0,723,1
5272,233577.65,44.30532056145675,92.27944538422896,0,85,Female,35270.0,1769.0,731,6
5767,223456.69,38.74747529044564,87.40312076859847,0,41,Male,32387.0,65171.0,765,1
20250,662272.61,32.70482024691358,58.2659497404385,0,52,Male,69604.0,47193.0,684,4
7316,377819.42,51.642895024603604,114.77066149082182,0,39,Male,49611.0,110543.0,739,4
9073,174990.7,19.286972335500938,49.51017816070387,0,30,Female,20424.0,14743.0,770,3
6044,303784.69,50.262192256783585,96.24411394717875,0,49,Female,37401.0,76201.0,737,4
5240,152123.98,29.031293893129774,50.23818373951431,0,46,Female,39770.0,72827.0,711,4
14202,397522.73,27.990616110406982,73.18985009479134,0,81,Male,28644.0,879.0,806,7
12157,561906.24,46.22079789421732,68.99716632846155,0,47,Male,43954.0,60913.0,744,3
3998,227186.19,56.82495997999,127.52571360713559,0,33,Male,36496.0,119670.0,759,1
18777,1079323.11,57.48112637801566,63.396926571019975,0,58,Female,31343.0,49537.0,741,3
2269,92402.59,40.723926840017626,91.31846507534911,0,54,Female,46956.0,94340.0,610,2
8253,860283.86,104.23892645098752,122.35790426727907,0,45,Female,112875.0,44432.0,709,2
7576,217522.14,28.712003695881734,69.71500255600654,0,53,Male,33729.0,0.0,763,4
9440,219831.96,23.287283898305084,63.87407901316943,0,86,Female,38273.0,1658.0,765,6
12205,351684.34,28.814775911511678,67.78533876970188,0,60,Male,33540.0,74530.0,734,5
18599,581363.45,31.257779988171404,63.486917894797884,0,53,Female,45876.0,58252.0,790,7
20808,752212.0,36.15013456362937,90.14243708758966,0,38,Male,59482.0,130605.0,688,4
6869,262772.11,38.25478381132625,80.49688320601558,0,44,Female,32527.0,74331.0,705,3
10023,538307.19,53.70719245734809,82.95742317591356,1,39,Male,56486.0,116394.0,689,2
20998,1109182.94,52.82326602533574,67.39832275472304,0,52,Female,53350.0,128676.0,685,5
8862,469384.61,52.965990747009705,57.44612791061872,0,55,Female,26546.0,32087.0,686,5
11045,419151.17,37.949404255319145,68.97857908765455,0,49,Male,31957.0,12347.0,771,6
8708,421063.88,48.35368396876436,102.02090702576261,1,31,Female,53395.0,73370.0,785,3
9333,528565.76,56.63406835958427,103.86573341049153,0,46,Female,72670.0,28915.0,718,3
4670,174000.31,37.2591670235546,92.21069325367509,0,32,Female,34034.0,55846.0,633,2
8412,347020.46,41.253026628625776,75.24172572461418,1,41,Female,46108.0,64994.0,635,1
13970,674090.0,48.25268432355047,94.49640721038149,0,47,Male,48600.0,23992.0,791,5
7873,235755.45,29.94480502984885,88.12217948214091,0,79,Male,30977.0,21507.0,796,5
8786,338883.46,38.57084680173003,81.61823883396731,0,58,Female,39796.0,9452.0,729,5
8080,408358.97,50.53947648514851,74.79179302609413,0,39,Male,43192.0,33517.0,739,3
6672,315033.09,47.21718974820144,49.62132731658971,0,65,Male,28951.0,56777.0,711,2
15225,799636.15,52.521257799671595,73.64873798265711,0,31,Male,63356.0,140107.0,704,5
6797,429302.12,63.16052964543181,105.69972285715635,1,41,Female,49776.0,17352.0,684,3
14180,531070.58,37.45208603667137,56.116412517926875,0,54,Male,34947.0,49024.0,751,3
8801,647690.2,73.59279627315077,85.00634572601814,0,34,Female,36324.0,56689.0,705,4
3938,355090.63,90.1702971051295,159.69010593121342,0,46,Male,49068.0,123937.0,530,2
7790,314995.28,40.435851091142496,54.00904133843702,0,65,Male,25257.0,83995.0,734,6
12158,616962.6,50.74540220430992,119.91813347783852,0,65,Male,40957.0,64144.0,608,4
20994,775510.45,36.939623225683526,61.53147047229029,0,42,Female,65403.0,80057.0,784,4
10288,564389.36,54.85899688958009,118.37165326672641,0,63,Female,50696.0,32793.0,767,5
27619,1882901.35,68.17413193815852,60.791314665081416,0,36,Male,67444.0,93513.0,850,1
6317,223897.47,35.443639385784394,81.80702632215016,0,47,Male,41965.0,55700.0,724,2
11497,398650.33,34.67429155431852,59.36476008250444,0,38,Male,44831.0,20906.0,705,3
8001,325511.87,40.68389826271716,73.40844027572126,0,48,Female,47374.0,35312.0,714,2
10575,458558.87,43.36254089834515,101.74154036129251,0,67,Female,46945.0,17835.0,682,4
9800,452474.09,46.17082551020408,53.73357252737721,0,56,Male,28553.0,94214.0,747,3
19704,592486.72,30.06936256597645,79.83231024365043,0,50,Male,46039.0,79738.0,672,4
6305,148159.15,23.498675654242664,49.145372878708834,0,33,Female,28181.0,37929.0,682,2
17753,891036.14,50.1907362135977,104.57358901023322,0,55,Male,80957.0,161166.0,683,6
18264,626505.6,34.30275952693824,68.52780251603106,0,68,Male,41473.0,98151.0,724,3
9873,497437.15,50.38358654917452,94.89223493053306,0,57,Male,49467.0,77465.0,697,5
8248,445506.11,54.01383486905917,111.29234625485272,0,54,Male,72807.0,0.0,803,3
10190,424290.52,41.63793130520118,95.5483270622573,0,57,Male,61173.0,71422.0,692,3
10840,617309.27,56.947349630996314,164.0246886163908,0,50,Male,86113.0,177353.0,713,6
5834,248533.53,42.60087932807679,67.03019783146303,0,49,Female,39969.0,68456.0,713,3
11330,783144.24,69.12129214474845,73.63459674611524,0,52,Male,55059.0,162462.0,735,3
23990,1611114.42,67.1577498957899,57.37847881133844,0,34,Male,32126.0,54351.0,745,2
6042,254507.27,42.12301721284343,82.28566771551534,0,36,Male,36753.0,33657.0,684,4
21831,1711482.69,78.39689844716229,107.8301024336092,0,86,Male,33426.0,1852.0,699,4
4015,140579.19,35.01349688667497,80.59396836672141,0,40,Male,27013.0,58806.0,651,3
9146,361662.94,39.54329105619943,98.34306821873405,0,39,Male,56347.0,32530.0,779,3
5636,240852.55,42.7346611071682,81.18357984659548,0,47,Male,36319.0,44737.0,730,4
10874,528009.83,48.557093066029054,99.15924125495718,0,63,Male,52380.0,8764.0,850,6
23095,689785.03,29.867288590604026,52.39605091044017,0,46,Male,36440.0,30574.0,745,2
9877,193826.68,19.624043737977118,14.171023096258269,0,47,Female,29564.0,54279.0,694,2
14435,730627.38,50.61498995497056,65.91507031266865,0,56,Male,52841.0,36288.0,733,5
